time	V(vin)	V(vo1)	V(vo2)
2.463938574076679e-03	1.123374e+00	1.613152e+00	1.127582e+00
2.468821386576679e-03	9.736023e-01	1.456533e+00	9.778660e-01
2.473704199076679e-03	8.227049e-01	1.297936e+00	8.270156e-01
2.478587011576679e-03	6.706812e-01	1.137361e+00	6.750306e-01
2.483469824076679e-03	5.183776e-01	9.732702e-01	5.227360e-01
2.488352636576679e-03	3.655862e-01	8.041040e-01	3.699013e-01
2.493235449076679e-03	2.124507e-01	6.251418e-01	2.165769e-01
2.497089079515693e-03	9.144416e-02	4.695030e-01	9.504166e-02
2.498764986614465e-03	3.879870e-02	3.892004e-01	4.163718e-02
2.499747348029103e-03	7.937293e-03	3.293634e-01	9.657511e-03
2.500463373441876e-03	-1.455729e-02	2.700813e-01	-1.459758e-02
2.501225881150405e-03	-3.851181e-02	1.795638e-01	-4.196658e-02
2.502003834541854e-03	-6.295066e-02	4.781637e-02	-7.149974e-02
2.502725113189786e-03	-8.560777e-02	-1.161599e-01	-9.957927e-02
2.503353332862635e-03	-1.053403e-01	-2.892200e-01	-1.233600e-01
2.503596496822972e-03	-1.129777e-01	-3.637724e-01	-1.312957e-01
2.503735077751052e-03	-1.173302e-01	-4.082595e-01	-1.342686e-01
2.503839917315688e-03	-1.206229e-01	-4.419833e-01	-1.347641e-01
2.503937939796321e-03	-1.237014e-01	-4.729194e-01	-1.330178e-01
2.504051295496680e-03	-1.272615e-01	-5.072383e-01	-1.276392e-01
2.504192187045733e-03	-1.316862e-01	-5.471813e-01	-1.162091e-01
